id,name,original_name,director,mother_company,length_minutes,year,country,picture_format,age_limit,number_of_disks,weight,rating,num_of_rates,price,picture
42751,'just name','just orig name','just dir name','just mc name','123','2012','США| Великобритания','PAL | 1080p Full High Definition','18+',3,170.0,'4.6',74,1890.0,'./img/42751jpg'
84811,'just name','just orig name','just dir name','just mc name','97','2016','Финляндия| США','PAL | 1080p Full High Definition 16:9 (1.85:1)','6+',2,100.0,'4.4',74,349.0,'./img/84811jpg'
98524,'just name','just orig name','just dir name','just mc name','91','2017','США','PAL | 1080p High Definnition 16:9 (2.40:1)','18+',2,100.0,'4.4',48,529.0,'./img/98524jpg'
85565,'just name','just orig name','just dir name','just mc name','108','2016','США','PAL | 1080p High Definition 16:9','6+',2,100.0,'4.5',90,399.0,'./img/85565jpg'
59683,'just name','just orig name','just dir name','just mc name','94','2015','США','PAL | 1080p Full High Definition','6+',2,95.0,'4.5',63,399.0,'./img/59683jpg'
201228,'just name','just orig name','just dir name','just mc name','102','2014','США','PAL | 1080p Full High Definition 16:9 (2.35:1)','0+',2,90.0,'4.6',69,449.0,'./img/201228jpg'
64527,'just name','just orig name','just dir name','just mc name','114','2015','США','PAL | 1080р High Definition 16:9','16+',2,90.0,'4.6',41,883.0,'./img/64527jpg'
33979,'just name','just orig name','just dir name','just mc name','90','2010','США| Индия','PAL | (1.78:1) 1920 X 1080','0+',1,70.0,'4.4',46,799.0,'./img/33979jpg'
121744,'just name','just orig name','just dir name','just mc name','152','2017','США','PAL | 1080p High Definition 16:9 (2.39:1)','16+',3,115.0,'4.6',78,899.0,'./img/121744jpg'
48069,'just name','just orig name','just dir name','just mc name','116','2013','США','PAL | Letterbox 2.40:1','12+',1,70.0,'4.4',44,499.0,'./img/48069jpg'
210837,'just name','just orig name','just dir name','just mc name','86','2012','США','PAL | 1080p Full High Definition 16:9 (1.78:1)','16+',3,130.0,'4.5',147,499.0,'./img/210837jpg'
91593,'just name','just orig name','just dir name','just mc name','87','2016','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','6+',1,115.0,'4.5',54,404.0,'./img/91593jpg'
47142,'just name','just orig name','just dir name','just mc name','91','2012','США','PAL | Animorphic WideScreen 16:9 (1.78:1)','6+',1,65.0,'4.5',39,499.0,'./img/47142jpg'
119309,'just name','just orig name','just dir name','just mc name','109','2017','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','16+',2,95.0,'4.6',72,899.0,'./img/119309jpg'
85568,'just name','just orig name','just dir name','just mc name','106','2016','США','PAL | 1080p High Definition 16:9 1.85:1','12+',2,100.0,'4.5',75,899.0,'./img/85568jpg'
39257,'just name','just orig name','just dir name','just mc name','112','2011','США','PAL | 1080p Full High Definition 16:9| Standart 4:3 (1|33:1)','16+',1,65.0,'4.6',37,1599.0,'./img/39257jpg'
41034,'just name','just orig name','just dir name','just mc name','45','2010','США','PAL | 1080p Full High Definition 1.78:1','0+',1,65.0,'4.5',71,279.0,'./img/41034jpg'
44740,'just name','just orig name','just dir name','just mc name','85','2012','Корея Южная| США','PAL | 1920 X 1080p 16:9','6+',1,65.0,'4.7',43,699.0,'./img/44740jpg'
85564,'just name','just orig name','just dir name','just mc name','89','2015','США','PAL | 1080p High Definition 16:9','6+',2,105.0,'4.5',72,469.0,'./img/85564jpg'
81841,'just name','just orig name','just dir name','just mc name','123','2016','США','PAL | 1080p High Definition 16:9','16+',1,115.0,'4.6',72,599.0,'./img/81841jpg'
58113,'just name','just orig name','just dir name','just mc name','102','2014','Великобритания| США| Канада| Китай','PAL | 1080p Full High Definition','12+',2,95.0,'4.4',64,399.0,'./img/58113jpg'
117059,'just name','just orig name','just dir name','just mc name','111','2017','Россия','PAL | 1080p Full High Definition 16:9','12+',2,100.0,'4.4',63,476.0,'./img/117059jpg'
53634,'just name','just orig name','just dir name','just mc name','93','2013','США','PAL | 1080p Full High Definition','0+',2,90.0,'4.5',53,399.0,'./img/53634jpg'
38228,'just name','just orig name','just dir name','just mc name','87','2011','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','18+',1,80.0,'4.4',49,1599.0,'./img/38228jpg'
146715,'just name','just orig name','just dir name','just mc name','92','2018','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','12+',1,100.0,'4.4',54,799.0,'./img/146715jpg'
44637,'just name','just orig name','just dir name','just mc name','46','2011','Канада','PAL | 1080p Full High Definition','12+',1,70.0,'4.7',42,199.0,'./img/44637jpg'
38310,'just name','just orig name','just dir name','just mc name','99','2011','Гонконг','PAL | WideScreen 16:9 (1.78:1)','18+',2,130.0,'4.5',50,499.0,'./img/38310jpg'
92195,'just name','just orig name','just dir name','just mc name','110','2016','США','PAL | 1080p High Definition 16:9 (2.40:1)','16+',2,100.0,'4.4',44,749.0,'./img/92195jpg'
84817,'just name','just orig name','just dir name','just mc name','103','2015','США| Австралия','PAL | 1080p High Definition 16:9','12+',2,90.0,'4.5',64,469.0,'./img/84817jpg'
41022,'just name','just orig name','just dir name','just mc name','120','2011','США| Россия','PAL | 1080p Full High Definition 2.35:1','16+',2,75.0,'4.5',62,349.0,'./img/41022jpg'
81835,'just name','just orig name','just dir name','just mc name','122','2016','США','PAL | 1080p High Definition 16:9','16+',2,85.0,'4.5',69,654.0,'./img/81835jpg'
158996,'just name','just orig name','just dir name','just mc name','214','2014','США| Гонконг| Китай| Канада| Дания| Германия| Великобритания','PAL | 1080p High Definition 16:9 (2.40:1)','12+',4,235.0,'4.4',74,1599.0,'./img/158996jpg'
114514,'just name','just orig name','just dir name','just mc name','102','2017','США','PAL | 1080p Full High Definition 16:9 (2.35:1)','6+',3,145.0,'4.5',61,529.0,'./img/114514jpg'
156090,'just name','just orig name','just dir name','just mc name','135','2019','США','PAL | WideScreen 16:9 (2.39:1)','16+',3,150.0,'4.5',34,1499.0,'./img/156090jpg'
136905,'just name','just orig name','just dir name','just mc name','118','2018','США','PAL | 1080p High Definition 16:9 (2.39:1)','6+',3,115.0,'4.4',57,999.0,'./img/136905jpg'
76287,'just name','just orig name','just dir name','just mc name','93','2015','США','PAL | 1080p High Definition 16:9','12+',2,100.0,'4.3',71,599.0,'./img/76287jpg'
55359,'just name','just orig name','just dir name','just mc name','96','2014','США','PAL | 1080p Full High Definition','6+',1,65.0,'4.4',69,349.0,'./img/55359jpg'
59609,'just name','just orig name','just dir name','just mc name','126','2015','США','PAL | (2|39:1) 1920 X 1080 Letterbox','16+',1,65.0,'4.7',49,654.0,'./img/59609jpg'
33709,'just name','just orig name','just dir name','just mc name','71','2010','Бельгия','PAL | 1080p High Definition 16:9','',1,65.0,'4.4',29,699.0,'./img/33709jpg'
45383,'just name','just orig name','just dir name','just mc name','93','2007','США','PAL | 1080p Animorphic 1.78:1','12+',1,80.0,'4.6',71,402.0,'./img/45383jpg'
43987,'just name','just orig name','just dir name','just mc name','93','2012','Франция','PAL | Animorphic WideScreen 16:9 (2.35:1)','0+',1,75.0,'4.5',60,449.0,'./img/43987jpg'
45380,'just name','just orig name','just dir name','just mc name','92','2004','США','PAL | 1080p Animorphic 1.78:1','0+',1,70.0,'4.5',39,534.0,'./img/45380jpg'
49052,'just name','just orig name','just dir name','just mc name','60','2012','Германия','PAL | 1080p Full High Definition','0+',1,70.0,'4.4',54,499.0,'./img/49052jpg'
81838,'just name','just orig name','just dir name','just mc name','116','2016','США','PAL | 1080p High Definition 16:9 (2.39:1)','16+',2,95.0,'4.6',69,349.0,'./img/81838jpg'
34767,'just name','just orig name','just dir name','just mc name','95','2010','США','PAL | 1080p High Definition 16:9 (1.85:1)','6+',2,80.0,'4.5',79,399.0,'./img/34767jpg'
102417,'just name','just orig name','just dir name','just mc name','104','2017','США| Дания','PAL | 1080p Full High Definition 16:9 (2.40:1)','6+',2,95.0,'4.5',62,399.0,'./img/102417jpg'
39032,'just name','just orig name','just dir name','just mc name','90','2007','США','PAL | 1080p Full High Definition 16х9 (1.85:1)','0+',1,70.0,'4.5',28,990.0,'./img/39032jpg'
49074,'just name','just orig name','just dir name','just mc name','131','2013','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','12+',3,305.0,'4.6',73,1099.0,'./img/49074jpg'
149070,'just name','just orig name','just dir name','just mc name','154','2011','США','PAL | Anamorphic WideScreen 16:9 (2.40:1)','16+',3,180.0,'4.6',47,1109.0,'./img/149070jpg'
47443,'just name','just orig name','just dir name','just mc name','97','2013','Россия','PAL | 1080p Full High Definition 16:9 (1.78:1)','6+',1,80.0,'4.5',47,499.0,'./img/47443jpg'
117058,'just name','just orig name','just dir name','just mc name','137','2017','Франция','PAL | 1080p Full High Definition 16:9','12+',2,100.0,'4.6',47,599.0,'./img/117058jpg'
85567,'just name','just orig name','just dir name','just mc name','123','2015','США','PAL | 1080p High Definition 16:9 2.40:1','12+',2,95.0,'4.4',62,399.0,'./img/85567jpg'
54648,'just name','just orig name','just dir name','just mc name','130','2014','США','PAL | 1080p Full High Definition','12+',2,90.0,'4.5',58,700.0,'./img/54648jpg'
62624,'just name','just orig name','just dir name','just mc name','135','2015','США','PAL | 1080р High Definition 16:9 (2.35:1)','12+',2,0.0,'4.6',46,896.0,'./img/62624jpg'
119265,'just name','just orig name','just dir name','just mc name','140','2017','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','16+',1,70.0,'4.5',40,815.0,'./img/119265jpg'
144001,'just name','just orig name','just dir name','just mc name','86','2018','США| Франция','PAL | 1080p High Definition 16:9 (2.39:1)','6+',2,135.0,'4.5',50,1399.0,'./img/144001jpg'
47430,'just name','just orig name','just dir name','just mc name','73','2013','Россия','PAL | 1080p Full High Definition 16:9 (1.78:1)','0+',2,65.0,'4.5',51,355.0,'./img/47430jpg'
67020,'just name','just orig name','just dir name','just mc name','91','2015','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','6+',2,100.0,'4.6',63,1199.0,'./img/67020jpg'
33980,'just name','just orig name','just dir name','just mc name','85','2010','Россия','PAL | 1080p High Definition 16:9','0+',1,0.0,'4.4',74,249.0,'./img/33980jpg'
39593,'just name','just orig name','just dir name','just mc name','98','2010','США','PAL | 1080p Full High Definition 2.35:1','6+',1,65.0,'4.6',52,519.0,'./img/39593jpg'
96057,'just name','just orig name','just dir name','just mc name','127','2016','США| Великобритания| Бельгия','PAL | 1080p High Definition 16:9 (1.85:1)','16+',2,100.0,'4.4',52,649.0,'./img/96057jpg'
44174,'just name','just orig name','just dir name','just mc name','92','2012','США','PAL | 1080p Full High Definition (2.35:1)','6+',1,0.0,'4.0',1,534.0,'./img/44174jpg'
37492,'just name','just orig name','just dir name','just mc name','99','2011','Германия| Франция| Великобритания','PAL | WideScreen 16:9','12+',1,0.0,'4.7',3,399.0,'./img/37492jpg'
39033,'just name','just orig name','just dir name','just mc name','88','1999','США','PAL | 1080p Full High Definition 16:9 (1.78:1)','0+',1,95.0,'4.5',30,1199.0,'./img/39033jpg'
46541,'just name','just orig name','just dir name','just mc name','95','2012','США| Великобритания| Индия','PAL | 1080p Full High Definition','18+',1,80.0,'4.4',71,1065.0,'./img/46541jpg'
41037,'just name','just orig name','just dir name','just mc name','40','2007','США','PAL | 1080p Full High Definition 16:9(1.78:1)','0+',2,65.0,'4.4',10,499.0,'./img/41037jpg'
42758,'just name','just orig name','just dir name','just mc name','87','2012','США','PAL | 1080p Full High Definition','6+',2,95.0,'4.6',44,649.0,'./img/42758jpg'
49515,'just name','just orig name','just dir name','just mc name','106','2013','США','PAL | 1080р High Definition 16:9','6+',1,0.0,'4.4',53,499.0,'./img/49515jpg'
41039,'just name','just orig name','just dir name','just mc name','44','2008','США','PAL | 1080p Full High Definition','0+',1,60.0,'4.5',54,499.0,'./img/41039jpg'
41432,'just name','just orig name','just dir name','just mc name','85','2010','США','PAL | 1080p Full High Definition 16:9 (1.78:1)','12+',2,95.0,'4.4',52,437.0,'./img/41432jpg'
160315,'just name','just orig name','just dir name','just mc name','123','2012','США| Великобритания','PAL | 1080р Full High Definition 16:9','18+',2,130.0,'4.5',63,990.0,'./img/160315jpg'
47829,'just name','just orig name','just dir name','just mc name','110','2013','США','PAL | WideScreen Letterbox 16:9 (2.40:1)','18+',2,0.0,'4.4',5,759.0,'./img/47829jpg'
154487,'just name','just orig name','just dir name','just mc name','85','2019','США| Франция','PAL | 1080p Full High Definition 16:9 (1.85:1)','6+',1,145.0,'4.5',41,1490.0,'./img/154487jpg'
149084,'just name','just orig name','just dir name','just mc name','164','2014','США','PAL | 1080p','16+',3,190.0,'4.5',43,1109.0,'./img/149084jpg'
95926,'just name','just orig name','just dir name','just mc name','167','2011','Россия','PAL | 1080p Full High Definition 2.35:1','6+',2,85.0,'4.6',57,519.0,'./img/95926jpg'
51841,'just name','just orig name','just dir name','just mc name','86','2014','Канада| Корея Южная| США','PAL | 1080p Full High Definition','0+',1,75.0,'4.6',38,399.0,'./img/51841jpg'
50980,'just name','just orig name','just dir name','just mc name','93','2013','США','PAL | 1080p Full High Definition','12+',1,65.0,'4.3',73,499.0,'./img/50980jpg'
161417,'just name','just orig name','just dir name','just mc name','90','2020','США','PAL | 1080p WideScreen 16:9 (2.35:1)','6+',2,125.0,'5.0',2,1488.0,'./img/161417jpg'
48710,'just name','just orig name','just dir name','just mc name','105','2013','США','PAL | 1080p High Definnition 16:9 1.85:1','6+',2,100.0,'4.6',33,499.0,'./img/48710jpg'
46167,'just name','just orig name','just dir name','just mc name','53','2011','Германия','PAL | 1920x1080 HD 1080 24p','0+',1,0.0,'0.0',0,355.0,'./img/46167jpg'
47828,'just name','just orig name','just dir name','just mc name','110','2013','США','PAL | Animorphic WideScreen 16:9 (2.40:1)','18+',1,0.0,'4.5',59,402.0,'./img/47828jpg'
49041,'just name','just orig name','just dir name','just mc name','95','2013','Россия','PAL | 1080p Full High Definition','18+',1,65.0,'4.3',49,399.0,'./img/49041jpg'
46196,'just name','just orig name','just dir name','just mc name','97','2012','США','PAL | 1080p Full High Definition','0+',2,80.0,'4.6',39,499.0,'./img/46196jpg'
80838,'just name','just orig name','just dir name','just mc name','113','2016','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','12+',2,100.0,'4.4',53,899.0,'./img/80838jpg'
41038,'just name','just orig name','just dir name','just mc name','40','2010','США','PAL | (1.78:1) 1920 X 1080','0+',2,70.0,'4.6',62,499.0,'./img/41038jpg'
50420,'just name','just orig name','just dir name','just mc name','87','2013','Великобритания| США| Австралия','PAL | 1080р High Definition','0+',1,90.0,'4.5',54,437.0,'./img/50420jpg'
58469,'just name','just orig name','just dir name','just mc name','82','2014','Франция','NTSC | 1080p High Definition 16:9','6+',1,80.0,'4.5',31,349.0,'./img/58469jpg'
103550,'just name','just orig name','just dir name','just mc name','97','2017','США','PAL | 1080p Full High Definition 16:9 (2.35:1)','6+',2,100.0,'4.4',64,949.0,'./img/103550jpg'
83355,'just name','just orig name','just dir name','just mc name','113','2016','США','PAL | Letterbox 16:9 (2.40:1)','16+',1,70.0,'4.5',64,534.0,'./img/83355jpg'
80840,'just name','just orig name','just dir name','just mc name','122','2016','США','PAL | Animorphic WideScreen 16:9 (2.40:1)','16+',1,85.0,'4.4',48,534.0,'./img/80840jpg'
50780,'just name','just orig name','just dir name','just mc name','135','2013','Германия| Великобритания| Чехия| Украина| Россия','PAL | Animorphic WideScreen 1.85:1','12+',1,70.0,'4.5',52,473.0,'./img/50780jpg'
39772,'just name','just orig name','just dir name','just mc name','126','2011','Россия','PAL | 1080p Full High Definition 2.35:1','16+',1,65.0,'5.0',5,292.0,'./img/39772jpg'
46418,'just name','just orig name','just dir name','just mc name','110','2012','Венгрия| Испания| Италия| Франция','PAL | 1080p Full High Definition 16:9 (2.35:1','6+',1,70.0,'4.3',25,365.0,'./img/46418jpg'
87672,'just name','just orig name','just dir name','just mc name','98','2012','США','PAL | Anamorphic WideScreen 1.85:1','6+',1,60.0,'4.6',19,534.0,'./img/87672jpg'
110638,'just name','just orig name','just dir name','just mc name','89','2017','Россия','PAL | 1080p Full High Definition 16:9 (2.40:1)','6+',1,70.0,'4.5',45,534.0,'./img/110638jpg'
102415,'just name','just orig name','just dir name','just mc name','108','2016','США| Великобритания| Япония','PAL | 1080p Full High Definition 16:9 (1.85:1)','6+',1,75.0,'4.6',45,534.0,'./img/102415jpg'
46971,'just name','just orig name','just dir name','just mc name','86','2012','Италия','PAL | 16:9 (2.35:1| 1920 X 1080p','6+',1,0.0,'4.0',2,1053.0,'./img/46971jpg'
81832,'just name','just orig name','just dir name','just mc name','119','2016','США','PAL | 1080p High Definition 16:9 (2.39:1)','16+',2,95.0,'4.6',64,674.0,'./img/81832jpg'
57315,'just name','just orig name','just dir name','just mc name','98','2014','США','PAL | 1080p Full High Definition','18+',1,0.0,'4.0',1,299.0,'./img/57315jpg'
113083,'just name','just orig name','just dir name','just mc name','119','2017','США','PAL | 1080p Full High Definition 16:9 (2.39:1)','12+',2,95.0,'4.5',59,799.0,'./img/113083jpg'
45722,'just name','just orig name','just dir name','just mc name','85','2012','Франция','PAL | 1080p Full High Definition','0+',1,70.0,'4.5',56,249.0,'./img/45722jpg'
45263,'just name','just orig name','just dir name','just mc name','84','2012','Россия','PAL | 1080p Full High Definition','6+',1,70.0,'4.5',69,399.0,'./img/45263jpg'
49318,'just name','just orig name','just dir name','just mc name','96','2013','Испания','PAL | 1080р High Definitio','0+',1,0.0,'5.0',2,499.0,'./img/49318jpg'
57316,'just name','just orig name','just dir name','just mc name','98','2014','США','PAL | 1080p Full High Definition','18+',2,0.0,'4.5',41,636.0,'./img/57316jpg'
41040,'just name','just orig name','just dir name','just mc name','40','2007','Канада','PAL | 1080p Full High Definition 16:9 (1.78:1)','0+',1,70.0,'4.5',41,336.0,'./img/41040jpg'
46875,'just name','just orig name','just dir name','just mc name','86','2012','США| Корея Южная','PAL | 1920 X 1080p','0+',1,70.0,'4.5',60,279.0,'./img/46875jpg'
151494,'just name','just orig name','just dir name','just mc name','103','2019','США| Япония','PAL | 1080p Full High Definition 16:9 (2.35:1)','6+',2,145.0,'4.5',65,1446.0,'./img/151494jpg'
103348,'just name','just orig name','just dir name','just mc name','281','2010','США','PAL | 1080p Full High Definition 1.85:1','6+',3,100.0,'4.4',44,1109.0,'./img/103348jpg'
102419,'just name','just orig name','just dir name','just mc name','118','2017','США| Вьетнам','PAL | 1080р High Definition 16:9 (2.4:1)','16+',2,100.0,'4.4',55,700.0,'./img/102419jpg'
39034,'just name','just orig name','just dir name','just mc name','80','1995','США','PAL | 1080p Full High Definition 16:9 (1.78:1)','0+',1,90.0,'4.5',61,1199.0,'./img/39034jpg'
39948,'just name','just orig name','just dir name','just mc name','92','2008','США','PAL | Animorphic WideScreen 16:9 (2.35:1)','0+',1,70.0,'4.6',49,402.0,'./img/39948jpg'
52145,'just name','just orig name','just dir name','just mc name','131','2014','США| Великобритания','PAL | 1080p High Definition 16:9','12+',1,65.0,'4.3',46,981.0,'./img/52145jpg'
44482,'just name','just orig name','just dir name','just mc name','90','2012','США','PAL | WideScreen 16:9 (1.78:1)','0+',1,60.0,'4.5',28,402.0,'./img/44482jpg'
40875,'just name','just orig name','just dir name','just mc name','90','2011','США','PAL | 1080p Full High Definition 16:9 (2.35:1)','0+',2,80.0,'4.6',60,654.0,'./img/40875jpg'
40497,'just name','just orig name','just dir name','just mc name','90','2011','США','PAL | 1080p High Definition 16:9 (2.35:1)','0+',1,85.0,'4.6',36,402.0,'./img/40497jpg'
40381,'just name','just orig name','just dir name','just mc name','90','2011','США','PAL | 1080p Full High Definition 16:9 (2.35:1)','0+',1,70.0,'4.4',64,391.0,'./img/40381jpg'
66430,'just name','just orig name','just dir name','just mc name','141','2015','Великобритания| США','PAL | 1080р High Definition 16:9','16+',2,95.0,'4.4',58,896.0,'./img/66430jpg'
47722,'just name','just orig name','just dir name','just mc name','55','2012','Германия','PAL | 1080p Full High Definition','',1,0.0,'0.0',0,369.0,'./img/47722jpg'
80617,'just name','just orig name','just dir name','just mc name','90','2015','США','PAL | 1080p Full High Definition','6+',1,70.0,'4.5',44,534.0,'./img/80617jpg'
52284,'just name','just orig name','just dir name','just mc name','101','2014','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','0+',2,70.0,'4.6',41,473.0,'./img/52284jpg'
105260,'just name','just orig name','just dir name','just mc name','90','2015','США','PAL | 1080p Full High Definition','6+',1,80.0,'4.6',45,1109.0,'./img/105260jpg'
134594,'just name','just orig name','just dir name','just mc name','102','2018','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','16+',3,115.0,'4.6',44,999.0,'./img/134594jpg'
67887,'just name','just orig name','just dir name','just mc name','88','2015','США','PAL | 1080p High Definition 16:9','18+',1,70.0,'4.4',38,391.0,'./img/67887jpg'
48994,'just name','just orig name','just dir name','just mc name','85','2013','Испания| Аргентина','PAL | 1080p Full High Definition','0+',1,0.0,'4.0',2,399.0,'./img/48994jpg'
135785,'just name','just orig name','just dir name','just mc name','129','2018','США| Испания','PAL | 1080p High Definition 16:9 (2.39:1)','16+',3,150.0,'4.5',77,1357.0,'./img/135785jpg'
41430,'just name','just orig name','just dir name','just mc name','95','2011','США','PAL | 1080p High Definition 16:9','6+',2,80.0,'4.5',43,353.0,'./img/41430jpg'
34709,'just name','just orig name','just dir name','just mc name','64','2010','США','PAL | 1080p Full High Definition 16:9 (1.78:1)','0+',1,80.0,'4.6',38,299.0,'./img/34709jpg'
47719,'just name','just orig name','just dir name','just mc name','53','2012','Германия','PAL | 1080p Full High Definition','0+',1,0.0,'4.0',1,519.0,'./img/47719jpg'
48045,'just name','just orig name','just dir name','just mc name','80','2012','США| Южная Корея','PAL | 16:9 1920 X 1080p','0+',1,70.0,'4.9',8,319.0,'./img/48045jpg'
46907,'just name','just orig name','just dir name','just mc name','95','2013','США| Канада','PAL | 16:9 (2.35:1)| 1920 X 1080p','0+',1,70.0,'4.4',61,215.0,'./img/46907jpg'
44175,'just name','just orig name','just dir name','just mc name','92','2012','США','PAL','6+',1,85.0,'4.4',54,399.0,'./img/44175jpg'
46206,'just name','just orig name','just dir name','just mc name','262','2013','США','PAL | 1080p Full High Definition','12+',3,115.0,'4.4',55,499.0,'./img/46206jpg'
77201,'just name','just orig name','just dir name','just mc name','80','2016','Россия','PAL | 1080p High Definition 16:9','6+',1,0.0,'4.7',14,534.0,'./img/77201jpg'
49268,'just name','just orig name','just dir name','just mc name','135','2013','Россия','PAL | 1080p Full High Definition 16:9','12+',1,60.0,'4.4',73,349.0,'./img/49268jpg'
92800,'just name','just orig name','just dir name','just mc name','86','2016','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','6+',1,60.0,'0.0',0,534.0,'./img/92800jpg'
144007,'just name','just orig name','just dir name','just mc name','132','2013','США','PAL | 1080p Full High Definition 16:9 (2.40:1) Letterbox','16+',2,0.0,'4.5',45,1109.0,'./img/144007jpg'
144006,'just name','just orig name','just dir name','just mc name','122','2016','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','16+',3,165.0,'4.5',48,1109.0,'./img/144006jpg'
37647,'just name','just orig name','just dir name','just mc name','103','2011','США| Бельгия','PAL | 1080p Full High Definition 16:9 (1.78:1)','0+',1,80.0,'4.2',13,399.0,'./img/37647jpg'
41035,'just name','just orig name','just dir name','just mc name','45','2009','США','PAL | 1080p Full High Definition 1.78:1','0+',2,60.0,'4.5',62,499.0,'./img/41035jpg'
149079,'just name','just orig name','just dir name','just mc name','154','2017','США','PAL | 1080p Full High Definition 16:9','16+',3,185.0,'4.6',58,1109.0,'./img/149079jpg'
87210,'just name','just orig name','just dir name','just mc name','112','2016','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','12+',1,0.0,'4.0',4,534.0,'./img/87210jpg'
158068,'just name','just orig name','just dir name','just mc name','97','2019','США| Китай','PAL | Animorphic WideScreen 16:9 (1.85:1)','6+',2,140.0,'4.5',33,1488.0,'./img/158068jpg'
101873,'just name','just orig name','just dir name','just mc name','106','2017','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','16+',1,85.0,'4.5',72,534.0,'./img/101873jpg'
117239,'just name','just orig name','just dir name','just mc name','154','2017','США','PAL | 1080p Full High Definition 16:9','16+',2,0.0,'5.0',1,654.0,'./img/117239jpg'
43414,'just name','just orig name','just dir name','just mc name','90','2011','Великобритания| Мексика| Аргентина','PAL | 1080p Full High Definition','6+',1,0.0,'0.0',0,499.0,'./img/43414jpg'
56375,'just name','just orig name','just dir name','just mc name','101','2014','США','PAL | 1080p High Definition 16:9','12+',1,60.0,'4.6',36,534.0,'./img/56375jpg'
46649,'just name','just orig name','just dir name','just mc name','97','2012','США','PAL | Animorphic WideScreen 16:9 (1.78:1)','0+',1,65.0,'4.6',38,534.0,'./img/46649jpg'
59861,'just name','just orig name','just dir name','just mc name','95','2014','США','PAL | 1080р High Definition 16:9','6+',1,100.0,'4.5',45,399.0,'./img/59861jpg'
52141,'just name','just orig name','just dir name','just mc name','165','2014','США','PAL | WideScreen 16:9','6+',2,85.0,'4.5',25,534.0,'./img/52141jpg'
48830,'just name','just orig name','just dir name','just mc name','54','2012','Германия','PAL | 1080p Full High Definition','0+',1,100.0,'4.4',39,273.0,'./img/48830jpg'
58472,'just name','just orig name','just dir name','just mc name','75','2014','Россия','NTSC | 1080p Full High Definition 16:9 (2.35:1)','6+',1,60.0,'4.5',39,499.0,'./img/58472jpg'
46210,'just name','just orig name','just dir name','just mc name','96','2013','США','PAL | 1080р High Definition 16:9 (2.35:1)','0+',2,90.0,'4.5',60,499.0,'./img/46210jpg'
39037,'just name','just orig name','just dir name','just mc name','77','2006','США','PAL | 1080p High Definnition 16:9 1.85:1','0+',1,0.0,'5.0',3,1065.0,'./img/39037jpg'
45895,'just name','just orig name','just dir name','just mc name','53','2011','Германия','PAL | 1920x1080 HD 1080 24p','0+',1,0.0,'0.0',0,273.0,'./img/45895jpg'
38732,'just name','just orig name','just dir name','just mc name','72','2011','США','PAL | 1080p Full HD 16:9 (1.78:1)','0+',2,80.0,'5.0',2,399.0,'./img/38732jpg'
49454,'just name','just orig name','just dir name','just mc name','200','2013','США','','12+',1,0.0,'0.0',0,279.0,'./img/49454jpg'
206748,'just name','just orig name','just dir name','just mc name','115','2016','Великобритания| Франция| США| Гонконг','PAL | 1080p High Definition 16:9 (2.39:1)','16+',2,100.0,'4.5',77,499.0,'./img/206748jpg'
48606,'just name','just orig name','just dir name','just mc name','103','2013','Великобритания','PAL | 1080p Full High Definition','6+',1,0.0,'4.0',2,299.0,'./img/48606jpg'
41481,'just name','just orig name','just dir name','just mc name','86','2012','США','PAL | 1080p Full High Definition 16:9 (1.78:1)','16+',2,70.0,'4.5',53,519.0,'./img/41481jpg'
33471,'just name','just orig name','just dir name','just mc name','106','2010','Россия','PAL | 1080p High Definition 16:9 (1.78:1)| 1080p High Definition 16','16+',1,60.0,'4.5',55,999.0,'./img/33471jpg'
48664,'just name','just orig name','just dir name','just mc name','132','2013','США','PAL | Animorphic WideScreen 16:9 Letterbox (2.40:1)','',1,0.0,'4.3',4,353.0,'./img/48664jpg'
41069,'just name','just orig name','just dir name','just mc name','76','2011','США| ЮАР','PAL | 16:9','',2,0.0,'3.5',2,700.0,'./img/41069jpg'
38947,'just name','just orig name','just dir name','just mc name','95','2011','США','PAL | 1080p Full High Definition 16:9 (1.78:1)','16+',1,65.0,'4.5',49,299.0,'./img/38947jpg'
52670,'just name','just orig name','just dir name','just mc name','443','2012','Канада| Корея Южная| США| Испания| Аргентина| Великобритания','PAL | 1080p Full High Definition','6+',5,0.0,'0.0',0,999.0,'./img/52670jpg'
63814,'just name','just orig name','just dir name','just mc name','120','2015','Австралия','PAL | 1080p Full High Definition 16:9 (2.40:1)','16+',2,0.0,'5.0',2,1529.0,'./img/63814jpg'
