id,name,original_name,director,mother_company,length_minutes,year,country,picture_format,age_limit,number_of_disks,weight,rating,num_of_rates,price,picture
5300,'just name','just orig name','just dir name','just mc name','87','2003','Великобритания| Франция| США','PAL | 1080p Full High Definition 16:9 (1.85:1)','16+',1,0.0,'4.6',9,349.0,'./img/5300jpg'
25671,'just name','just orig name','just dir name','just mc name','92','2009','США','PAL | WideScreen 16:9 (1.78:1)','',1,0.0,'4.0',3,143.0,'./img/25671jpg'
13709,'just name','just orig name','just dir name','just mc name','95','2006','Россия','PAL | (2.40:1) 1920 X 1080','',1,0.0,'0.0',0,425.0,'./img/13709jpg'
14773,'just name','just orig name','just dir name','just mc name','132','2005','США','PAL | (2.40:1) 1920 X 1080','',1,0.0,'5.0',5,475.0,'./img/14773jpg'
47346,'just name','just orig name','just dir name','just mc name','90','2012','США','PAL | Animorphic WideScreen 16:9 (1.78:1)','12+',1,0.0,'4.0',2,279.0,'./img/47346jpg'
13935,'just name','just orig name','just dir name','just mc name','123','2008','Россия','PAL | (2.40:1) 1920 X 1080','',1,0.0,'5.0',4,199.0,'./img/13935jpg'
39388,'just name','just orig name','just dir name','just mc name','101','2011','США| Франция| Великобритания','PAL | 1080p Full High Definition 16:9','',2,0.0,'3.8',5,986.0,'./img/39388jpg'
145855,'just name','just orig name','just dir name','just mc name','128','2019','США','PAL | 1080p High Definition 16:9 (2.39:1)','6+',1,0.0,'4.2',10,799.0,'./img/145855jpg'
15216,'just name','just orig name','just dir name','just mc name','111','2008','Россия','PAL | WideScreen 16:9 (1.78:1)','',1,0.0,'0.0',0,288.0,'./img/15216jpg'
46338,'just name','just orig name','just dir name','just mc name','86','1992','США','PAL | 1080p Full High Definition| 16:9| 1.66:1','0+',1,0.0,'4.8',6,475.0,'./img/46338jpg'
135855,'just name','just orig name','just dir name','just mc name','143','2018','Австралия| США','PAL | 1080p High Definition 16:9 (2.4:1)','16+',1,65.0,'4.6',50,999.0,'./img/135855jpg'
29126,'just name','just orig name','just dir name','just mc name','90','2010','США| Индия','PAL | (2.40:1) 1920 X 1080','',1,0.0,'4.7',3,488.0,'./img/29126jpg'
20851,'just name','just orig name','just dir name','just mc name','90','1997','США','PAL | 1080i High Defenition 16:9','',1,0.0,'5.0',2,438.0,'./img/20851jpg'
31081,'just name','just orig name','just dir name','just mc name','105','2010','США','PAL | Full HD 1080i','',1,0.0,'3.0',1,266.0,'./img/31081jpg'
18542,'just name','just orig name','just dir name','just mc name','102','2000','США','PAL | (2.40:1) 1920 X 1080','',1,0.0,'0.0',0,438.0,'./img/18542jpg'
20292,'just name','just orig name','just dir name','just mc name','112','2008','США','PAL | (2.40:1) 1920 X 1080','',1,0.0,'0.0',0,199.0,'./img/20292jpg'
40803,'just name','just orig name','just dir name','just mc name','95','2011','США','PAL | 1080p High Definition 16:9','16+',1,65.0,'4.7',11,618.0,'./img/40803jpg'
26221,'just name','just orig name','just dir name','just mc name','99','1999','США','PAL | 1080p High Definition 16:9','',1,0.0,'5.0',2,288.0,'./img/26221jpg'
41143,'just name','just orig name','just dir name','just mc name','103','1999','США','PAL | 1080p High Definition 16:9 (1.78:1)','',1,0.0,'5.0',3,513.0,'./img/41143jpg'
41140,'just name','just orig name','just dir name','just mc name','96','2002','США','PAL | 1080p High Definition 16:9 (1.78:1)','',1,0.0,'4.5',2,598.0,'./img/41140jpg'
82232,'just name','just orig name','just dir name','just mc name','129','2012','Великобритания','PAL | 1080p широкоэкранный 2:40:1','',1,0.0,'0.0',0,299.0,'./img/82232jpg'
20890,'just name','just orig name','just dir name','just mc name','133','2009','США','PAL | (2.40:1) 1920 X 1080','',1,0.0,'4.0',3,438.0,'./img/20890jpg'
44270,'just name','just orig name','just dir name','just mc name','507','2012','Россия','PAL | 1080p High Definition 16:9','16+',1,0.0,'4.7',3,137.0,'./img/44270jpg'
24719,'just name','just orig name','just dir name','just mc name','150','1998','США','PAL | 1080p High Definition 16:9 (2.35:1)','',1,0.0,'5.0',1,538.0,'./img/24719jpg'
38959,'just name','just orig name','just dir name','just mc name','130','2011','Германия| Великобритания','PAL | 1080p Full High Definition 16:9','',1,0.0,'4.8',6,296.0,'./img/38959jpg'
215595,'just name','just orig name','just dir name','just mc name','138','2007','Германия| Дания| Швеция| Финляндия| Великобритания| Норвегия','PAL | 1080p Full High Definition 16:9 (2.35:1)','16+',2,85.0,'4.5',64,699.0,'./img/215595jpg'
38088,'just name','just orig name','just dir name','just mc name','83','2011','США','PAL | WideScreen 16:9 (1.78:1)','16+',2,0.0,'2.7',3,449.0,'./img/38088jpg'
42474,'just name','just orig name','just dir name','just mc name','138','2007','Швеция| Великобритания| Дания| Норвегия| Финляндия| Германия','PAL | 1080p Full High Definition 16:9 (2.35:1)','16+',1,65.0,'4.5',38,229.0,'./img/42474jpg'
48835,'just name','just orig name','just dir name','just mc name','115','1996','США| Великобритания','PAL | 1080p Full High Definition','',1,0.0,'4.6',5,354.0,'./img/48835jpg'
38633,'just name','just orig name','just dir name','just mc name','90','2010','Япония','PAL | WideScreen 16:9','',2,0.0,'4.7',3,390.0,'./img/38633jpg'
27320,'just name','just orig name','just dir name','just mc name','98','2000','США','PAL | WideScreen 2.40:1','',1,0.0,'5.0',2,986.0,'./img/27320jpg'
41322,'just name','just orig name','just dir name','just mc name','96','2011','Франция| Бельгия','PAL | 1080p High Definition 4:3 (1.33:1)','',1,0.0,'5.0',4,449.0,'./img/41322jpg'
36097,'just name','just orig name','just dir name','just mc name','196','1979','США','PAL | 1080p High Definition 16:9','18+',2,0.0,'4.6',5,999.0,'./img/36097jpg'
38632,'just name','just orig name','just dir name','just mc name','90','2010','Япония','PAL | 1080p Full High Definition 16:9','',1,0.0,'4.0',2,599.0,'./img/38632jpg'
58499,'just name','just orig name','just dir name','just mc name','86','2014','Франция','NTSC | 1080p Full High Definition 16:9','6+',1,65.0,'4.6',50,299.0,'./img/58499jpg'
60528,'just name','just orig name','just dir name','just mc name','97','2015','Канада| США','PAL | 1080p High Definition 16:9','16+',1,0.0,'0.0',0,690.0,'./img/60528jpg'
33462,'just name','just orig name','just dir name','just mc name','196','2007','Франция','PAL | 1080 (16:9)','',2,0.0,'4.7',3,143.0,'./img/33462jpg'
32903,'just name','just orig name','just dir name','just mc name','78','1991','Франция| Италия','PAL | 1080p High Definition 16:9','',1,0.0,'0.0',0,198.0,'./img/32903jpg'
89655,'just name','just orig name','just dir name','just mc name','124','1973','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','12+',1,0.0,'4.8',5,293.0,'./img/89655jpg'
67360,'just name','just orig name','just dir name','just mc name','118','2015','США','PAL | 1080p High Definition 16:9','18+',1,0.0,'4.0',7,674.0,'./img/67360jpg'
38341,'just name','just orig name','just dir name','just mc name','115','1995','США','PAL | 1080p Full High Definition 16:9 (2.35:1)','',1,0.0,'4.5',2,181.0,'./img/38341jpg'
50971,'just name','just orig name','just dir name','just mc name','138','2013','США','PAL | 1080p Full High Definition','16+',1,0.0,'4.3',3,475.0,'./img/50971jpg'
49455,'just name','just orig name','just dir name','just mc name','106','2013','США','PAL | 1080p Full High Definition','16+',1,0.0,'4.5',2,1010.0,'./img/49455jpg'
49169,'just name','just orig name','just dir name','just mc name','120','2011','США','PAL | 1080p Full High Definition','12+',1,0.0,'5.0',2,205.0,'./img/49169jpg'
112062,'just name','just orig name','just dir name','just mc name','163','2017','Великобритания| США| Канада| Венгрия','PAL | 1080p Full High Definition 16:9 (2.40:1)','16+',1,0.0,'5.0',3,599.0,'./img/112062jpg'
13998,'just name','just orig name','just dir name','just mc name','63','2006','США','PAL | (2.40:1) 1920 X 1080','',1,0.0,'0.0',0,425.0,'./img/13998jpg'
124,'just name','just orig name','just dir name','just mc name','166','2003','США| Германия| Италия| Нидерланды','PAL | (2.40:1) 1920 X 1080| WideScreen 16:9 (1.78:1)| 2.35:1','',1,0.0,'5.0',2,475.0,'./img/124jpg'
40357,'just name','just orig name','just dir name','just mc name','262','2011','США','PAL | 1080p Full High Definition 16:9','0+',3,0.0,'3.7',3,205.0,'./img/40357jpg'
127242,'just name','just orig name','just dir name','just mc name','385','2014','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','16+',3,0.0,'3.5',2,1299.0,'./img/127242jpg'
40355,'just name','just orig name','just dir name','just mc name','309','2011','США','PAL | 1080p High Definition 16:9','',3,0.0,'4.5',2,195.0,'./img/40355jpg'
44115,'just name','just orig name','just dir name','just mc name','120','2010','Россия','PAL | WideScreen 16:9 (1.78:1)','18+',1,0.0,'3.3',3,336.0,'./img/44115jpg'
130838,'just name','just orig name','just dir name','just mc name','584','2006','США| Испания| Мексика| Германия| Гонконг| Сингапур| Франция| Польша','PAL | 1080i High Defenition 16:9 (2.35:1)| 1080p Full High Definition 16:9 (2.40:1)| 1080p Full High Definition 16:9 (1.78:1)| 1080p Full High Definition 16:9 (1.85:1)','12+',5,0.0,'4.0',1,399.0,'./img/130838jpg'
40383,'just name','just orig name','just dir name','just mc name','281','2012','Россия','PAL | 1080p High Definition','16+',3,0.0,'5.0',2,525.0,'./img/40383jpg'
32279,'just name','just orig name','just dir name','just mc name','118','1982','США| Великобритания','PAL | (2.40:1) 1920 X 1080','',1,0.0,'5.0',6,499.0,'./img/32279jpg'
38654,'just name','just orig name','just dir name','just mc name','93','2011','Великобритания','PAL | 1080p HD широкоэкранный формат 16:9 (2.35:1)','16+',1,70.0,'4.5',58,699.0,'./img/38654jpg'
47130,'just name','just orig name','just dir name','just mc name','269','1996','США','PAL | 1080p High Definition 16:9(2.35:1)','',2,0.0,'5.0',2,396.0,'./img/47130jpg'
27951,'just name','just orig name','just dir name','just mc name','120','2010','США','PAL | 1080p High Definition','16+',2,0.0,'2.0',1,399.0,'./img/27951jpg'
26443,'just name','just orig name','just dir name','just mc name','105','1986','США','PAL | 1080p High Definition 16:9','',1,0.0,'0.0',0,260.0,'./img/26443jpg'
25559,'just name','just orig name','just dir name','just mc name','90','2009','США| Великобритания','PAL | WideScreen 16:9 (1.78:1)','',1,0.0,'0.0',0,143.0,'./img/25559jpg'
35882,'just name','just orig name','just dir name','just mc name','75','2010','Дания','PAL | 1080p High Definition 16:9','',1,0.0,'4.0',1,155.0,'./img/35882jpg'
59237,'just name','just orig name','just dir name','just mc name','120','2015','Австралия','PAL | 1080p Full High Definition 16:9 (2.40:1)','16+',1,0.0,'4.3',4,1241.0,'./img/59237jpg'
24934,'just name','just orig name','just dir name','just mc name','101','2010','США| ОАЭ','PAL | 1080p High Definition 16:9','',1,0.0,'5.0',1,578.0,'./img/24934jpg'
39369,'just name','just orig name','just dir name','just mc name','95','2011','Германия| Франция| Великобритания','PAL | 1080p Full High Definition','16+',1,0.0,'4.5',2,198.0,'./img/39369jpg'
32282,'just name','just orig name','just dir name','just mc name','133','1997','США','PAL | 1080p High Definition 16:9(2.35:1)','',1,0.0,'4.6',7,899.0,'./img/32282jpg'
56155,'just name','just orig name','just dir name','just mc name','110','2013','Япония','PAL | 1080p High Definition 16:9 (2.39:1)','16+',1,85.0,'5.0',1,979.0,'./img/56155jpg'
38342,'just name','just orig name','just dir name','just mc name','115','2006','США','PAL | 1080p Full High Definition','',1,0.0,'4.6',8,372.0,'./img/38342jpg'
47499,'just name','just orig name','just dir name','just mc name','110','2010','Япония','PAL | 1080p HD 16:9 (2.35:1)','',1,0.0,'4.0',2,354.0,'./img/47499jpg'
47387,'just name','just orig name','just dir name','just mc name','77','2012','Япония','PAL | 1080p High Definition 16:9','',2,0.0,'5.0',1,774.0,'./img/47387jpg'
49790,'just name','just orig name','just dir name','just mc name','100','2012','Япония','PAL | 1080p High Definition 16:9 (2.39:1)','16+',1,0.0,'0.0',0,949.0,'./img/49790jpg'
23411,'just name','just orig name','just dir name','just mc name','101','2009','США| Канада| Франция','PAL | 1080p High Definition 16:9','',1,0.0,'3.4',5,288.0,'./img/23411jpg'
58543,'just name','just orig name','just dir name','just mc name','119','2014','США| Канада','PAL | 1080р High Definition 16:9','16+',1,0.0,'3.5',2,549.0,'./img/58543jpg'
50902,'just name','just orig name','just dir name','just mc name','75','2014','Россия','PAL | 1080p Full High Definition','0+',1,0.0,'4.7',3,475.0,'./img/50902jpg'
21769,'just name','just orig name','just dir name','just mc name','100','1992','США','PAL | 1080i High Defenition 16:9','',1,0.0,'5.0',3,1323.0,'./img/21769jpg'
35755,'just name','just orig name','just dir name','just mc name','100','1992','США','PAL | 1080i High Defenition 16:9','',1,0.0,'4.8',4,282.0,'./img/35755jpg'
44314,'just name','just orig name','just dir name','just mc name','101','2009','США| Канада| Франция','PAL | 1080p High Definition 16:9','',1,0.0,'5.0',1,249.0,'./img/44314jpg'
34120,'just name','just orig name','just dir name','just mc name','124','1980','США','PAL | 1080p High Definition 16:9','',1,0.0,'4.5',2,428.0,'./img/34120jpg'
36786,'just name','just orig name','just dir name','just mc name','134','1961','США','PAL | 1080p High Definition 16:9','16+',1,65.0,'4.4',34,475.0,'./img/36786jpg'
24576,'just name','just orig name','just dir name','just mc name','85','2010','Россия','PAL | 1080p High Definition 16:9','',1,0.0,'4.0',2,619.0,'./img/24576jpg'
38738,'just name','just orig name','just dir name','just mc name','110','2011','США| Малайзия','PAL | 1080p High Definition 16:9','',1,0.0,'4.0',5,163.0,'./img/38738jpg'
119068,'just name','just orig name','just dir name','just mc name','121','2017','США| Великобритания','PAL | 1080p Full High Definition 16:9 (2.39:1)','18+',1,0.0,'3.0',1,513.0,'./img/119068jpg'
13636,'just name','just orig name','just dir name','just mc name','95','2005','США| Германия','PAL | (2.40:1) 1920 X 1080','18+',1,90.0,'4.8',31,699.0,'./img/13636jpg'
13601,'just name','just orig name','just dir name','just mc name','100','2004','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','',1,0.0,'2.0',3,1215.0,'./img/13601jpg'
26663,'just name','just orig name','just dir name','just mc name','106','2010','США| Великобритания','PAL | 1080p High Definition 16:9','',1,0.0,'3.8',4,1138.0,'./img/26663jpg'
41298,'just name','just orig name','just dir name','just mc name','104','2012','Россия','PAL | 1080p Full High Definition 16:9 (1.85:1)','16+',1,65.0,'4.5',50,628.0,'./img/41298jpg'
37510,'just name','just orig name','just dir name','just mc name','195','2005','США| Германия','PAL | 1080p High Definition 16:9','18+',2,150.0,'4.1',13,1690.0,'./img/37510jpg'
44351,'just name','just orig name','just dir name','just mc name','90','2011','Италия','PAL | 1080p High Definition 16:9','',1,0.0,'4.5',2,133.0,'./img/44351jpg'
34568,'just name','just orig name','just dir name','just mc name','92','2001','США','PAL | 1080p High Definition','0+',1,0.0,'3.7',3,299.0,'./img/34568jpg'
76579,'just name','just orig name','just dir name','just mc name','127','2016','США| Австралия','PAL | 1080p Full High Definition','16+',1,0.0,'3.0',4,281.0,'./img/76579jpg'
20707,'just name','just orig name','just dir name','just mc name','105','2009','США','PAL | 1080i High Defenition 16:9','16+',1,0.0,'3.5',2,349.0,'./img/20707jpg'
22598,'just name','just orig name','just dir name','just mc name','138','1999','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','18+',1,65.0,'4.5',65,812.0,'./img/22598jpg'
53332,'just name','just orig name','just dir name','just mc name','91','2014','США','PAL | 1080p Full High Definition 16:9','16+',1,0.0,'3.0',1,618.0,'./img/53332jpg'
40373,'just name','just orig name','just dir name','just mc name','244','2008','США','PAL | 1080p High Definition 16:9','18+',2,0.0,'5.0',3,475.0,'./img/40373jpg'
34622,'just name','just orig name','just dir name','just mc name','110','2010','США','PAL | WideScreen 16:9 (1.78:1)','',1,0.0,'4.2',10,499.0,'./img/34622jpg'
143941,'just name','just orig name','just dir name','just mc name','134','2018','США','PAL | 1080p High Definition 16:9 (2.39:1)','18+',1,165.0,'4.5',79,699.0,'./img/143941jpg'
49523,'just name','just orig name','just dir name','just mc name','123','2013','Великобритания','PAL | 1080p Full High Definition 1.85:1','16+',1,65.0,'4.5',67,231.0,'./img/49523jpg'
34569,'just name','just orig name','just dir name','just mc name','90','2011','США','PAL | 1080p High Definition 16:9','12+',1,0.0,'4.0',3,499.0,'./img/34569jpg'
46424,'just name','just orig name','just dir name','just mc name','133','2012','Великобритания| США','PAL | 1080p Full High Definition 16:9','0+',1,0.0,'4.0',2,369.0,'./img/46424jpg'
20052,'just name','just orig name','just dir name','just mc name','97','1998','США','PAL | 1080i High Defenition 16:9','',1,0.0,'5.0',1,199.0,'./img/20052jpg'
42476,'just name','just orig name','just dir name','just mc name','108','2010','США','PAL | 1080p High Definition 16:9','',1,0.0,'4.7',6,131.0,'./img/42476jpg'
21596,'just name','just orig name','just dir name','just mc name','104','2000','США| Великобритания','PAL | Высокой четкости (1.85:1) 1920 Х 1080','',1,0.0,'5.0',3,438.0,'./img/21596jpg'
81657,'just name','just orig name','just dir name','just mc name','118','1998','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','18+',1,0.0,'4.3',3,549.0,'./img/81657jpg'
29045,'just name','just orig name','just dir name','just mc name','101','2010','США','PAL | 1920 X 1080','',1,0.0,'3.5',2,195.0,'./img/29045jpg'
25681,'just name','just orig name','just dir name','just mc name','75','2009','Великобритания| Австралия| Германия','PAL | 1080p High Definition 16:9','',1,0.0,'5.0',4,606.0,'./img/25681jpg'
45745,'just name','just orig name','just dir name','just mc name','102','2005','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','16+',1,0.0,'4.8',6,212.0,'./img/45745jpg'
49400,'just name','just orig name','just dir name','just mc name','377','2011','Ирландия| США','PAL | 1080p Full High Definition 16:9','16+',4,0.0,'4.7',3,384.0,'./img/49400jpg'
20375,'just name','just orig name','just dir name','just mc name','96','1986','США','PAL | 1080i High Defenition 16:9','',1,0.0,'5.0',2,260.0,'./img/20375jpg'
41823,'just name','just orig name','just dir name','just mc name','146','2011','США','PAL | 1080p Full High Definition','',2,0.0,'5.0',6,271.0,'./img/41823jpg'
37790,'just name','just orig name','just dir name','just mc name','320','2007','США| Великобритания','PAL | 1080p High Definition 16:9','18+',3,0.0,'4.3',3,605.0,'./img/37790jpg'
137122,'just name','just orig name','just dir name','just mc name','341','2002','США| Германия| Китай| Великобритания','PAL | 1080p','18+',7,0.0,'2.5',2,1499.0,'./img/137122jpg'
43037,'just name','just orig name','just dir name','just mc name','341','2012','США| Греция| Германия','PAL | 1080p High Definition 16:9','',3,0.0,'4.3',8,1480.0,'./img/43037jpg'
32893,'just name','just orig name','just dir name','just mc name','133','2010','Россия| Беларусь','PAL | 1080p High Definition 16:9','12+',1,0.0,'4.5',8,570.0,'./img/32893jpg'
102412,'just name','just orig name','just dir name','just mc name','139','2001','Франция','PAL | 1080p Full High Definition 16:9 (2.35:1)','18+',1,0.0,'4.7',3,312.0,'./img/102412jpg'
85563,'just name','just orig name','just dir name','just mc name','83','2016','Великобритания| Австралия| США','PAL | 1080p High Definition 16:9 (2.39:1)','18+',1,0.0,'3.8',6,139.0,'./img/85563jpg'
46342,'just name','just orig name','just dir name','just mc name','82','2003','США','PAL | 1080p Full High Definition 16:9','0+',1,70.0,'4.9',7,999.0,'./img/46342jpg'
46343,'just name','just orig name','just dir name','just mc name','70','2006','США','PAL | 1080p Full High Definition','0+',1,70.0,'4.6',35,599.0,'./img/46343jpg'
116829,'just name','just orig name','just dir name','just mc name','133','1980','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','18+',1,0.0,'4.0',1,534.0,'./img/116829jpg'
38915,'just name','just orig name','just dir name','just mc name','66','1967','СССР','PAL | 1080p Full High Definition 16:9 (1.33:1)','',1,0.0,'5.0',1,566.0,'./img/38915jpg'
18543,'just name','just orig name','just dir name','just mc name','94','1999','США','PAL | (2.40:1) 1920 X 1080','',1,0.0,'4.7',7,687.0,'./img/18543jpg'
46178,'just name','just orig name','just dir name','just mc name','3043','2012','США| Великобритания','PAL | 1080p High Definition 16:9| 1080 p. Anamorphic WideScreen 16:9 (1.66:1)','16+',24,0.0,'5.0',6,7999.0,'./img/46178jpg'
38301,'just name','just orig name','just dir name','just mc name','133','1980','США','PAL | 1080p Full High Definition 16:9 (1.85:1)','18+',1,70.0,'4.8',4,276.0,'./img/38301jpg'
40989,'just name','just orig name','just dir name','just mc name','86','2011','Канада','PAL | 1080p Full High Definition 16:9 (2.35:1)','18+',1,0.0,'4.0',4,183.0,'./img/40989jpg'
52133,'just name','just orig name','just dir name','just mc name','101','2010','Япония','PAL | WideScreen 16:9','12+',2,0.0,'5.0',1,767.0,'./img/52133jpg'
35780,'just name','just orig name','just dir name','just mc name','121','2005','США','PAL | 1080p High Definition 16:9','12+',1,0.0,'3.8',4,399.0,'./img/35780jpg'
47831,'just name','just orig name','just dir name','just mc name','222','2009','США','PAL | WideScreen 16:9 (2.40:1)','18+',2,0.0,'4.8',9,365.0,'./img/47831jpg'
21101,'just name','just orig name','just dir name','just mc name','104','1995','США','PAL | (1.85:1) 1920 X 1080','',1,0.0,'5.0',1,438.0,'./img/21101jpg'
37308,'just name','just orig name','just dir name','just mc name','91','1995','США','PAL | 1080p High Definition 16:9 (1.85:1)','0+',1,0.0,'4.5',2,276.0,'./img/37308jpg'
20296,'just name','just orig name','just dir name','just mc name','121','1989','США','PAL | 1080i High Defenition 16:9','',1,0.0,'5.0',1,288.0,'./img/20296jpg'
45582,'just name','just orig name','just dir name','just mc name','115','2006','Россия','PAL | (2.40:1) 1920 X 1080','16+',1,85.0,'5.0',2,799.0,'./img/45582jpg'
44313,'just name','just orig name','just dir name','just mc name','126','1989','США','PAL | 1080i High Defenition 16:9','',1,0.0,'0.0',0,199.0,'./img/44313jpg'
41152,'just name','just orig name','just dir name','just mc name','126','1992','США| Великобритания','PAL | 1080i High Defenition 16:9','',1,0.0,'4.3',3,183.0,'./img/41152jpg'
20297,'just name','just orig name','just dir name','just mc name','126','1992','США| Великобритания','PAL | 1080i High Defenition 16:9','',1,0.0,'4.4',5,288.0,'./img/20297jpg'
35658,'just name','just orig name','just dir name','just mc name','97','2010','США','PAL | (2.40:1) 1920 X 1080','',1,0.0,'2.5',2,945.0,'./img/35658jpg'
33605,'just name','just orig name','just dir name','just mc name','134','2005','США','PAL | 1080p High Definition 16:9','',3,0.0,'5.0',7,475.0,'./img/33605jpg'
13713,'just name','just orig name','just dir name','just mc name','102','2007','Россия','PAL | 1920х1080 High Definnition','',1,0.0,'5.0',1,349.0,'./img/13713jpg'
76694,'just name','just orig name','just dir name','just mc name','151','2016','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','16+',1,75.0,'4.4',63,1290.0,'./img/76694jpg'
14588,'just name','just orig name','just dir name','just mc name','140','2005','США','PAL | (2.40:1) 1920 X 1080','',1,0.0,'4.3',8,1042.0,'./img/14588jpg'
13602,'just name','just orig name','just dir name','just mc name','117','2006','США','PAL | (2.40:1) 1920 X 1080','',1,0.0,'3.0',1,248.0,'./img/13602jpg'
44316,'just name','just orig name','just dir name','just mc name','140','2005','США','PAL | (2.40:1) 1920 X 1080','',1,0.0,'0.0',0,199.0,'./img/44316jpg'
14662,'just name','just orig name','just dir name','just mc name','97','2008','США| Франция| Великобритания','PAL | 1080p Full High Definition 16:9 (2.40:1)','16+',1,0.0,'4.0',5,399.0,'./img/14662jpg'
36791,'just name','just orig name','just dir name','just mc name','121','1959','США','PAL | 1080p Full High Definition 16:9 (1.66:1)','16+',1,65.0,'4.5',62,499.0,'./img/36791jpg'
109949,'just name','just orig name','just dir name','just mc name','137','2017','Франция','PAL | 1080p Full High Definition 16:9','12+',1,65.0,'4.6',79,399.0,'./img/109949jpg'
35781,'just name','just orig name','just dir name','just mc name','106','2001','США','PAL | 1080p HD','16+',1,0.0,'4.5',2,260.0,'./img/35781jpg'
20073,'just name','just orig name','just dir name','just mc name','93','2008','США','PAL | 1080i High Defenition 16:9','',1,0.0,'5.0',2,1323.0,'./img/20073jpg'
36948,'just name','just orig name','just dir name','just mc name','189','2008','США','PAL | 1080p High Definition 16:9 (2.39:1)| 1080p High Definition 16','',2,0.0,'5.0',4,399.0,'./img/36948jpg'
36947,'just name','just orig name','just dir name','just mc name','93','2008','США','PAL | 1080p High Definition 16:9','',2,0.0,'5.0',3,299.0,'./img/36947jpg'
36956,'just name','just orig name','just dir name','just mc name','210','2008','США','PAL | 1080p High Definition 16:9','',2,0.0,'5.0',3,1323.0,'./img/36956jpg'
39713,'just name','just orig name','just dir name','just mc name','95','2010','США','PAL | 1080p Full High Definition 16:9','',1,0.0,'3.7',3,143.0,'./img/39713jpg'
45581,'just name','just orig name','just dir name','just mc name','118','2012','Россия','','',1,0.0,'5.0',1,799.0,'./img/45581jpg'
22082,'just name','just orig name','just dir name','just mc name','96','2009','США','PAL | 1080p High Definnition 16:9 (1.78:1)','',2,0.0,'5.0',1,1499.0,'./img/22082jpg'
80839,'just name','just orig name','just dir name','just mc name','122','2016','США','PAL | Animorphic WideScreen 16:9 (2.40:1)','12+',1,0.0,'4.4',7,1399.0,'./img/80839jpg'
44613,'just name','just orig name','just dir name','just mc name','100','2003','США','PAL | 1080p High Definnition 16:9 / 1.78:1','0+',2,0.0,'4.7',3,754.0,'./img/44613jpg'
44004,'just name','just orig name','just dir name','just mc name','85','1969','СССР','PAL | 1080p Full High Definition','0+',1,0.0,'5.0',3,1199.0,'./img/44004jpg'
82785,'just name','just orig name','just dir name','just mc name','92','2015','США| Великобритания| Канада| Бразилия','PAL | Anamorphic WideScreen 16:9 (1.66:1)','18+',1,0.0,'4.0',1,513.0,'./img/82785jpg'
36954,'just name','just orig name','just dir name','just mc name','206','2004','США','PAL | 1080p High Definition 16:9 (2.39:1)| 1080p Animorphic 1.78:1','12+',2,0.0,'5.0',3,1323.0,'./img/36954jpg'
36993,'just name','just orig name','just dir name','just mc name','207','2007','США','PAL | 1080p High Definition 16:9','',2,0.0,'5.0',3,513.0,'./img/36993jpg'
94406,'just name','just orig name','just dir name','just mc name','103','2017','Китай| США','PAL | 1080p Full High Definition 16:9 (2.40:1) Letterbox','16+',1,0.0,'4.4',5,288.0,'./img/94406jpg'
24557,'just name','just orig name','just dir name','just mc name','98','2009','США','PAL | 1080p High Definition 16:9 (2.40:1)','',1,0.0,'0.0',0,535.0,'./img/24557jpg'
55143,'just name','just orig name','just dir name','just mc name','131','2014','США','PAL | 1080p Full High Definition','16+',1,0.0,'4.3',4,299.0,'./img/55143jpg'
118458,'just name','just orig name','just dir name','just mc name','104','2017','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','16+',1,0.0,'3.5',4,899.0,'./img/118458jpg'
46116,'just name','just orig name','just dir name','just mc name','142','2012','США','PAL | 1080р High Definition 16:9','',1,0.0,'4.2',5,999.0,'./img/46116jpg'
36949,'just name','just orig name','just dir name','just mc name','96','2009','США','PAL | 1080p High Definition 16:9','0+',1,0.0,'5.0',3,1070.0,'./img/36949jpg'
135860,'just name','just orig name','just dir name','just mc name','120','2018','США','PAL | 1080p Full High Definition 16:9 (2.40:1)','18+',1,70.0,'4.5',68,890.0,'./img/135860jpg'
20053,'just name','just orig name','just dir name','just mc name','124','2000','США','PAL | Высокой четкости (1.85:1) 1920 Х 1080','',1,0.0,'0.0',0,438.0,'./img/20053jpg'
56159,'just name','just orig name','just dir name','just mc name','126','2013','Япония','PAL | 1080p Full High Definition 16:9 (1.85:1)','12+',1,65.0,'4.5',42,649.0,'./img/56159jpg'
120536,'just name','just orig name','just dir name','just mc name','107','2016','Великобритания| Канада| США','PAL | 1080p Full High Definition 16:9 (2.35:1)','18+',1,0.0,'4.8',4,667.0,'./img/120536jpg'
23059,'just name','just orig name','just dir name','just mc name','92','2008','США| Испания','PAL | 1080i High Definition 16:9','',1,0.0,'4.0',3,579.0,'./img/23059jpg'
24498,'just name','just orig name','just dir name','just mc name','105','2004','США','PAL | 1080p High Definition 16:9','',1,0.0,'5.0',1,475.0,'./img/24498jpg'
